year,state,county,share_debt_coll,share_debt_coll_quality
2023,55,079,0.2824939,1
2023,55,081,0.1822358,1
2023,55,083,0.1353323,1
2023,55,085,0.1298406,1
2023,55,087,0.12707,1
2023,55,089,0.0845118,1
2023,55,091,0.1004566,1
2023,55,093,0.1022639,1
2023,55,095,0.1191573,1
2023,55,097,0.1270994,1
2023,55,099,0.1863727,1
2023,55,101,0.2265458,1
2023,55,103,0.1514599,1
2023,55,105,0.2168466,1
2023,55,107,0.2139738,1
2023,55,109,0.0956256,1
2023,55,111,0.1792453,1
2023,55,113,0.1748032,1
2023,55,115,0.1417651,1
2023,55,117,0.1511272,1
2023,55,119,0.1320755,1
2023,55,121,0.1205977,1
2023,55,123,0.1032864,1
2023,55,125,0.1334068,1
2023,55,127,0.1681256,1
2023,55,129,0.1516667,1
2023,55,131,0.0965767,1
2023,55,133,0.0869168,1
2023,55,135,0.1509655,1
2023,55,137,0.1720991,1
2023,55,139,0.1641597,1
2023,55,141,0.1708988,1
2023,56,001,0.1824074,1
2023,56,003,0.230563,1
2023,56,005,0.2494639,1
2023,56,007,0.2201405,1
2023,56,009,0.21822540000000001,1
2023,56,011,0.1391304,1
2023,56,013,0.2632035,1
2023,56,015,0.1455526,1
2023,56,017,0.2088608,1
2023,56,019,0.1170213,1
2023,56,021,0.2247821,1
2023,56,023,0.1095008,1
2023,56,025,0.2513174,1
2023,56,027,0.2073171,1
2023,56,029,0.1477516,1
2023,56,031,0.1358491,1
2023,56,033,0.159434,1
2023,56,035,0.1465202,1
2023,56,037,0.2333065,1
2023,56,039,0.1011765,1
2023,56,041,0.2013423,1
2023,56,043,0.1626984,1
2023,56,045,0.1266375,1
2025,01,001,0.2680578,1
2025,01,003,0.223177,1
2025,01,005,0.3681948,1
2025,01,007,0.3816014,1
2025,01,009,0.273123,1
2025,01,011,0.465035,1
2025,01,013,0.3671096,1
2025,01,015,0.3556916,1
2025,01,017,0.3593611,1
2025,01,019,0.3230404,1
2025,01,021,0.3045187,1
2025,01,023,0.4071038,1
2025,01,025,0.3198887,1
2025,01,027,0.3031674,1
2025,01,029,0.2900188,1
2025,01,031,0.2711864,1
2025,01,033,0.2974891,1
2025,01,035,0.3764368,1
2025,01,037,0.3793103,1
2025,01,039,0.3311688,1
2025,01,041,0.360179,1
2025,01,043,0.2689585,1
2025,01,045,0.3128492,1
2025,01,047,0.4249758,1
2025,01,049,0.2916862,1
2025,01,051,0.249634,1
2025,01,053,0.3835979,1
2025,01,055,0.3308665,1
2025,01,057,0.3148148,1
2025,01,059,0.3051032,1
2025,01,061,0.3382187,1
2025,01,063,0.4771784,1
2025,01,065,0.3755459,1
2025,01,067,0.255597,1
2025,01,069,0.3136637,1
2025,01,071,0.2731043,1
2025,01,073,0.3326384,1
2025,01,075,0.2586207,1
2025,01,077,0.2545825,1
2025,01,079,0.3106704,1
2025,01,081,0.2492242,1
2025,01,083,0.2305113,1
2025,01,085,0.4340176,1
2025,01,087,0.4436364,1
2025,01,089,0.2418081,1
2025,01,091,0.3728814,1
2025,01,093,0.31,1
2025,01,095,0.3091372,1
2025,01,097,0.3565466,1
2025,01,099,0.3591654,1
2025,01,101,0.3986075,1
2025,01,103,0.2947503,1
2025,01,105,0.5,1
2025,01,107,0.3296703,1
2025,01,109,0.3887712,1
2025,01,111,0.3706667,1
2025,01,113,0.4453258,1
2025,01,115,0.2650246,1
2025,01,117,0.1973589,1
2025,01,119,0.3903904,1
2025,01,121,0.3976,1
2025,01,123,0.2803254,1
2025,01,125,0.310826,1
2025,01,127,0.3246177,1
2025,01,129,0.3127413,1
2025,01,131,0.4376997,1
2025,01,133,0.2842105,1
2025,02,013,NA,NA
2025,02,016,0.2954545,1
2025,02,020,0.2221825,1
2025,02,050,0.2897527,1
2025,02,060,NA,NA
2025,02,063,0.0972973,1
2025,02,066,0.1710526,1
2025,02,068,0.0754717,1
2025,02,070,0.254902,1
2025,02,090,0.210622,1
2025,02,100,0.109589,1
2025,02,105,0.2033898,1
2025,02,110,0.1496388,1
2025,02,122,0.1784346,1
2025,02,130,0.1764706,1
2025,02,150,0.1235632,1
2025,02,158,0.2834646,1
2025,02,164,NA,NA
2025,02,170,0.183733,1
2025,02,180,0.198895,1
2025,02,185,0.2026144,1
2025,02,188,0.3464567,1
2025,02,195,0.1625,1
2025,02,198,0.2546584,1
2025,02,220,0.167382,1
2025,02,230,NA,NA
2025,02,240,0.1697248,1
2025,02,275,0.1016949,1
2025,02,282,NA,NA
2025,02,290,0.2765957,1
2025,04,001,0.4234184,1
2025,04,003,0.2393643,1
2025,04,005,0.2506732,1
2025,04,007,0.270617,1
2025,04,009,0.2682683,1
2025,04,011,0.2727273,1
2025,04,012,0.2682513,1
2025,04,013,0.2433509,1
2025,04,015,0.2599708,1
2025,04,017,0.3287266,1
2025,04,019,0.2430638,1
2025,04,021,0.2773862,1
2025,04,023,0.2549361,1
2025,04,025,0.180793,1
2025,04,027,0.2336606,1
2025,05,001,0.3326886,1
2025,05,003,0.3627608,1
2025,05,005,0.2329345,1
2025,05,007,0.2013762,1
2025,05,009,0.2758051,1
2025,05,011,0.3676012,1
2025,05,013,0.3333333,1
2025,05,015,0.2555948,1
2025,05,017,0.4381625,1
2025,05,019,0.3117338,1
2025,05,021,0.3333333,1
2025,05,023,0.2246799,1
2025,05,025,0.2838983,1
2025,05,027,0.3740573,1
2025,05,029,0.2990937,1
2025,05,031,0.3662135,1
2025,05,033,0.3063492,1
2025,05,035,0.4828532,1
2025,05,037,0.3709369,1
2025,05,039,0.4183674,1
2025,05,041,0.3974763,1
2025,05,043,0.3627819,1
2025,05,045,0.2640333,1
2025,05,047,0.2785978,1
2025,05,049,0.2375566,1
2025,05,051,0.2998765,1
2025,05,053,0.2220249,1
2025,05,055,0.350741,1
2025,05,057,0.3940397,1
2025,05,059,0.3215434,1
2025,05,061,0.3536585,1
2025,05,063,0.2734375,1
2025,05,065,0.2921615,1
2025,05,067,0.3693305,1
2025,05,069,0.4249322,1
2025,05,071,0.3143596,1
2025,05,073,0.4179105,1
2025,05,075,0.3811395,1
2025,05,077,0.4919786,1
2025,05,079,0.3104693,1
2025,05,081,0.4184783,1
2025,05,083,0.2829047,1
2025,05,085,0.2932816,1
2025,05,087,0.2266187,1
2025,05,089,0.2592593,1
2025,05,091,0.399093,1
2025,05,093,0.4309091,1
2025,05,095,0.3674419,1
2025,05,097,0.2528302,1
2025,05,099,0.4444444,1
2025,05,101,0.2387387,1
2025,05,103,0.3916914,1
2025,05,105,0.32,1
2025,05,107,0.4989059,1
2025,05,109,0.2315113,1
2025,05,111,0.3922114,1
2025,05,113,0.2654424,1
2025,05,115,0.2645503,1
2025,05,117,0.2554113,1
2025,05,119,0.3311056,1
2025,05,121,0.3333333,1
2025,05,123,0.4800693,1
2025,05,125,0.2347066,1
2025,05,127,0.3402778,1
2025,05,129,0.2090164,1
2025,05,131,0.3213024,1
2025,05,133,0.3693305,1
2025,05,135,0.30664400000000003,1
2025,05,137,0.2140921,1
2025,05,139,0.3711934,1
2025,05,141,0.2964427,1
2025,05,143,0.2478992,1
2025,05,145,0.2815928,1
2025,05,147,0.3910615,1
2025,05,149,0.2895623,1
2025,06,001,0.1251614,1
2025,06,003,NA,NA
2025,06,005,0.1550633,1
2025,06,007,0.1988056,1
2025,06,009,0.1550388,1
2025,06,011,0.1619318,1
2025,06,013,0.1447908,1
2025,06,015,0.2767053,1
2025,06,017,0.1192507,1
2025,06,019,0.2311744,1
2025,06,021,0.2193699,1
2025,06,023,0.1746272,1
2025,06,025,0.2393475,1
2025,06,027,0.1532567,1
2025,06,029,0.266285,1
2025,06,031,0.2406771,1
2025,06,033,0.2757122,1
2025,06,035,0.2378139,1
2025,06,037,0.1861711,1
2025,06,039,0.2197002,1
2025,06,041,0.0814981,1
2025,06,043,0.1835017,1
2025,06,045,0.187231,1
2025,06,047,0.2425183,1
2025,06,049,0.2398524,1
2025,06,051,0.1189873,1
2025,06,053,0.1602848,1
2025,06,055,0.1228882,1
2025,06,057,0.1243523,1
2025,06,059,0.1353132,1
2025,06,061,0.1095354,1
2025,06,063,0.1757188,1
2025,06,065,0.2231151,1
2025,06,067,0.1877858,1
2025,06,069,0.1661114,1
2025,06,071,0.2530476,1
2025,06,073,0.1504281,1
2025,06,075,0.092287,1
2025,06,077,0.2158916,1
2025,06,079,0.1208613,1
2025,06,081,0.0975707,1
2025,06,083,0.1456252,1
2025,06,085,0.0966836,1
2025,06,087,0.111472,1
2025,06,089,0.1961797,1
2025,06,091,0.1975309,1
2025,06,093,0.176259,1
2025,06,095,0.1954138,1
2025,06,097,0.1279302,1
2025,06,099,0.2291999,1
2025,06,101,0.2059211,1
2025,06,103,0.237366,1
2025,06,105,0.1775701,1
2025,06,107,0.2366605,1
2025,06,109,0.1828909,1
2025,06,111,0.1421615,1
2025,06,113,0.1416342,1
2025,06,115,0.2440404,1
2025,08,001,0.2269818,1
2025,08,003,0.2538462,1
2025,08,005,0.1916366,1
2025,08,007,0.1220557,1
2025,08,009,0.1681416,1
2025,08,011,0.3046875,1
2025,08,013,0.0982809,1
2025,08,014,0.1108108,1
2025,08,015,0.1225115,1
2025,08,017,0.0909091,1
2025,08,019,0.1797386,1
2025,08,021,0.1772152,1
2025,08,023,0.3106061,1
2025,08,025,0.2608696,1
2025,08,027,0.0538922,1
2025,08,029,0.1484453,1
2025,08,031,0.1965152,1
2025,08,033,0.0697674,1
2025,08,035,0.0943396,1
2025,08,037,0.0864571,1
2025,08,039,0.1221294,1
2025,08,041,0.1921471,1
2025,08,043,0.1911315,1
2025,08,045,0.143595,1
2025,08,047,0.104712,1
2025,08,049,0.1078224,1
2025,08,051,0.0973631,1
2025,08,053,NA,NA
2025,08,055,0.2098765,1
2025,08,057,NA,NA
2025,08,059,0.1306141,1
2025,08,061,0.22,1
2025,08,063,0.1324201,1
2025,08,065,0.1711027,1
2025,08,067,0.1223843,1
2025,08,069,0.1303949,1
2025,08,071,0.2534562,1
2025,08,073,0.2013423,1
2025,08,075,0.2208481,1
2025,08,077,0.1789516,1
2025,08,079,NA,NA
2025,08,081,0.2257282,1
2025,08,083,0.201995,1
2025,08,085,0.1317365,1
2025,08,087,0.2109756,1
2025,08,089,0.2509091,1
2025,08,091,0.0913979,1
2025,08,093,0.1341991,1
2025,08,095,0.1528662,1
2025,08,097,0.0859375,1
2025,08,099,0.2132565,1
2025,08,101,0.2658376,1
2025,08,103,0.1550802,1
2025,08,105,0.1906005,1
2025,08,107,0.0846246,1
2025,08,109,0.2051282,1
2025,08,111,NA,NA
2025,08,113,0.0666667,1
2025,08,115,0.247191,1
2025,08,117,0.0903294,1
2025,08,119,0.1297297,1
2025,08,121,0.1526718,1
2025,08,123,0.1896048,1
2025,08,125,0.1126761,1
2025,09,001,0.1511899,1
2025,09,003,0.2059616,1
2025,09,005,0.1452255,1
2025,09,007,0.1403013,1
2025,09,009,0.217747,1
2025,09,011,0.1841705,1
2025,09,013,0.1287241,1
2025,09,015,0.215734,1
2025,10,001,0.2910079,1
2025,10,003,0.2729327,1
2025,10,005,0.181422,1
2025,11,001,0.2172722,1
2025,12,001,0.2360115,1
2025,12,003,0.3306727,1
2025,12,005,0.2848394,1
2025,12,007,0.364817,1
2025,12,009,0.2377765,1
2025,12,011,0.24337,1
2025,12,013,0.3414043,1
2025,12,015,0.1825038,1
2025,12,017,0.2541333,1
2025,12,019,0.2817321,1
2025,12,021,0.1668698,1
2025,12,023,0.3477283,1
2025,12,027,0.3426372,1
2025,12,029,0.3387097,1
2025,12,031,0.3314125,1
2025,12,033,0.310335,1
2025,12,035,0.2124634,1
2025,12,037,0.2794118,1
2025,12,039,0.410767,1
2025,12,041,0.28125,1
2025,12,043,0.3207547,1
2025,12,045,0.2666667,1
2025,12,047,0.3824289,1
2025,12,049,0.3478261,1
2025,12,051,0.3782506,1
2025,12,053,0.2694669,1
2025,12,055,0.2679558,1
2025,12,057,0.2897314,1
2025,12,059,0.3304647,1
2025,12,061,0.189827,1
2025,12,063,0.4060774,1
2025,12,065,0.3090129,1
2025,12,067,0.2824074,1
2025,12,069,0.242117,1
2025,12,071,0.2161903,1
2025,12,073,0.2728239,1
2025,12,075,0.2957096,1
2025,12,077,0.3244444,1
2025,12,079,0.3576779,1
2025,12,081,0.2107077,1
2025,12,083,0.2864152,1
2025,12,085,0.1659598,1
2025,12,086,0.2360825,1
2025,12,087,0.2591712,1
2025,12,089,0.2064993,1
2025,12,091,0.2234178,1
2025,12,093,0.3182937,1
2025,12,095,0.2893173,1
2025,12,097,0.3067554,1
2025,12,099,0.2053389,1
2025,12,101,0.2535716,1
2025,12,103,0.2316086,1
2025,12,105,0.3324269,1
2025,12,107,0.3866397,1
2025,12,109,0.1484789,1
2025,12,111,0.2614956,1
2025,12,113,0.2214776,1
2025,12,115,0.1606924,1
2025,12,117,0.236945,1
2025,12,119,0.1469955,1
2025,12,121,0.3305439,1
2025,12,123,0.3652968,1
2025,12,125,0.4203655,1
2025,12,127,0.255799,1
2025,12,129,0.2874889,1
2025,12,131,0.2262112,1
2025,12,133,0.3084239,1
2025,13,001,0.3244592,1
2025,13,003,0.3991597,1
2025,13,005,0.3395639,1
2025,13,007,0.4639175,1
2025,13,009,0.3932119,1
2025,13,011,0.3018868,1
2025,13,013,0.2946338,1
2025,13,015,0.3116848,1
2025,13,017,0.4417293,1
2025,13,019,0.4030875,1
2025,13,021,0.4552796,1
2025,13,023,0.3220779,1
2025,13,025,0.3672316,1
2025,13,027,0.4204793,1
2025,13,029,0.2629508,1
2025,13,031,0.3557904,1
2025,13,033,0.4183938,1
2025,13,035,0.3800505,1
2025,13,037,0.4117647,1
2025,13,039,0.3152296,1
2025,13,043,0.3860182,1
2025,13,045,0.3345196,1
2025,13,047,0.2580796,1
2025,13,049,0.4259259,1
2025,13,051,0.3447282,1
2025,13,053,0.3376623,1
2025,13,055,0.3927227,1
2025,13,057,0.1886129,1
2025,13,059,0.2826644,1
2025,13,061,0.3780488,1
2025,13,063,0.4828991,1
2025,13,065,0.3860465,1
2025,13,067,0.2565806,1
2025,13,069,0.3659389,1
2025,13,071,0.3336006,1
2025,13,073,0.2199327,1
2025,13,075,0.3953901,1
2025,13,077,0.2377015,1
2025,13,079,0.369898,1
2025,13,081,0.4333868,1
2025,13,083,0.2839248,1
2025,13,085,0.2292264,1
2025,13,087,0.4229858,1
2025,13,089,0.3291515,1
2025,13,091,0.3733076,1
2025,13,093,0.358156,1
2025,13,095,0.4739861,1
2025,13,097,0.3994757,1
2025,13,099,0.4686469,1
2025,13,101,0.3545454,1
2025,13,103,0.2891344,1
2025,13,105,0.3266332,1
2025,13,107,0.4137931,1
2025,13,109,0.426282,1
2025,13,111,0.2401848,1
2025,13,113,0.1997413,1
2025,13,115,0.350211,1
2025,13,117,0.1165147,1
2025,13,119,0.3437077,1
2025,13,121,0.3042873,1
2025,13,123,0.2241888,1
2025,13,125,0.3150685,1
2025,13,127,0.3307748,1
2025,13,129,0.3309204,1
2025,13,131,0.394834,1
2025,13,133,0.2416,1
2025,13,135,0.2532772,1
2025,13,137,0.2437151,1
2025,13,139,0.2623791,1
2025,13,141,0.4380531,1
2025,13,143,0.3447514,1
2025,13,145,0.244863,1
2025,13,147,0.2943981,1
2025,13,149,0.2908587,1
2025,13,151,0.3841562,1
2025,13,153,0.3299453,1
2025,13,155,0.3451957,1
2025,13,157,0.2493056,1
2025,13,159,0.30232560000000003,1
2025,13,161,0.3516949,1
2025,13,163,0.4423077,1
2025,13,165,0.406639,1
2025,13,167,0.3253968,1
2025,13,169,0.2976744,1
2025,13,171,0.3333333,1
2025,13,173,0.3946488,1
2025,13,175,0.3660545,1
2025,13,177,0.2890552,1
2025,13,179,0.431401,1
2025,13,181,0.2862453,1
2025,13,183,0.4107452,1
2025,13,185,0.3675812,1
2025,13,187,0.2449799,1
2025,13,189,0.3841555,1
2025,13,191,0.3490566,1
2025,13,193,0.4176471,1
2025,13,195,0.2815735,1
2025,13,197,0.3707317,1
2025,13,199,0.3961749,1
2025,13,201,0.3157895,1
2025,13,205,0.4234694,1
2025,13,207,0.2890947,1
2025,13,209,0.3929961,1
2025,13,211,0.267356,1
2025,13,213,0.38066,1
2025,13,215,0.4359439,1
2025,13,217,0.3966641,1
2025,13,219,0.125,1
2025,13,221,0.3217054,1
2025,13,223,0.3289239,1
2025,13,225,0.3827161,1
2025,13,227,0.256993,1
2025,13,229,0.3233909,1
2025,13,231,0.2596774,1
2025,13,233,0.3830557,1
2025,13,235,0.3467742,1
2025,13,237,0.2941953,1
2025,13,239,0.4264706,1
2025,13,241,0.2124542,1
2025,13,243,0.5027933,1
2025,13,245,0.4515108,1
2025,13,247,0.4013445,1
2025,13,249,0.3190184,1
2025,13,251,0.442348,1
2025,13,253,0.3265993,1
2025,13,255,0.4340981,1
2025,13,257,0.3512953,1
2025,13,259,0.4198473,1
2025,13,261,0.4139651,1
2025,13,263,0.4509804,1
2025,13,265,0.46,1
2025,13,267,0.3915858,1
2025,13,269,0.4222222,1
2025,13,271,0.4020979,1
2025,13,273,0.3942652,1
2025,13,275,0.362069,1
2025,13,277,0.381068,1
2025,13,279,0.3747045,1
2025,13,281,0.2115385,1
2025,13,283,0.4117647,1
2025,13,285,0.4178905,1
2025,13,287,0.4518518,1
2025,13,289,0.3433962,1
2025,13,291,0.2006403,1
2025,13,293,0.4034682,1
2025,13,295,0.3248945,1
2025,13,297,0.2698268,1
2025,13,299,0.3560311,1
2025,13,301,0.4615385,1
2025,13,303,0.4240506,1
2025,13,305,0.3781148,1
2025,13,307,0.3043478,1
2025,13,309,0.3082192,1
2025,13,311,0.2656587,1
2025,13,313,0.3041731,1
2025,13,315,0.4292035,1
2025,13,317,0.3586626,1
2025,13,319,0.3896552,1
2025,13,321,0.3564669,1
2025,15,001,0.1724574,1
2025,15,003,0.1425356,1
2025,15,005,NA,NA
2025,15,007,0.1479464,1
2025,15,009,0.1637862,1
2025,16,001,0.140947,1
2025,16,003,0.1242236,1
2025,16,005,0.2199851,1
2025,16,007,0.1477832,1
2025,16,009,0.212963,1
2025,16,011,0.1831579,1
2025,16,013,0.1167883,1
2025,16,015,0.1408935,1
2025,16,017,0.1286232,1
2025,16,019,0.1770941,1
2025,16,021,0.1232227,1
2025,16,023,0.0379747,1
2025,16,025,NA,NA
2025,16,027,0.22775,1
2025,16,029,0.1416309,1
2025,16,031,0.2048517,1
2025,16,033,NA,NA
2025,16,035,0.1928571,1
2025,16,037,0.1069182,1
2025,16,039,0.1714602,1
2025,16,041,0.1018519,1
2025,16,043,0.1554404,1
2025,16,045,0.1798561,1
2025,16,047,0.1923077,1
2025,16,049,0.141844,1
2025,16,051,0.1464245,1
2025,16,053,0.1946667,1
2025,16,055,0.1483645,1
2025,16,057,0.1207993,1
2025,16,059,0.1064639,1
2025,16,061,0.1678322,1
2025,16,063,0.1910112,1
2025,16,065,0.1114155,1
2025,16,067,0.2137931,1
2025,16,069,0.1696239,1
2025,16,071,0.083871,1
2025,16,073,0.2293144,1
2025,16,075,0.1718377,1
2025,16,077,0.1942149,1
2025,16,079,0.2048458,1
2025,16,081,0.1076555,1
2025,16,083,0.2061329,1
2025,16,085,0.1045918,1
2025,16,087,0.179941,1
2025,17,001,0.2135076,1
2025,17,003,0.3464052,1
2025,17,005,0.2160356,1
2025,17,007,0.1924939,1
2025,17,009,0.2028985,1
2025,17,011,0.1619318,1
2025,17,013,0.1333333,1
2025,17,015,0.1666667,1
2025,17,017,0.17233010000000001,1
2025,17,019,0.1820544,1
2025,17,021,0.1812564,1
2025,17,023,0.174946,1
2025,17,025,0.1728723,1
2025,17,027,0.1304762,1
2025,17,029,0.2230321,1
2025,17,031,0.2088425,1
2025,17,033,0.2046263,1
2025,17,035,0.1477663,1
2025,17,037,0.1990601,1
2025,17,039,0.1790123,1
2025,17,041,0.1608775,1
2025,17,043,0.1123808,1
2025,17,045,0.2509578,1
2025,17,047,0.1506024,1
2025,17,049,0.1504673,1
2025,17,051,0.2241379,1
2025,17,053,0.1712159,1
2025,17,055,0.2757447,1
2025,17,057,0.2229863,1
2025,17,059,0.247191,1
2025,17,061,0.17765040000000001,1
2025,17,063,0.1719626,1
2025,17,065,0.1697248,1
2025,17,067,0.1722222,1
2025,17,069,0.275,1
2025,17,071,0.2320442,1
2025,17,073,0.16377,1
2025,17,075,0.1839904,1
2025,17,077,0.2620545,1
2025,17,079,0.1321429,1
2025,17,081,0.2609489,1
2025,17,083,0.1713396,1
2025,17,085,0.1251664,1
2025,17,087,0.1676301,1
2025,17,089,0.1571599,1
2025,17,091,0.2476606,1
2025,17,093,0.158548,1
2025,17,095,0.245554,1
2025,17,097,0.1428106,1
2025,17,099,0.201066,1
2025,17,101,0.2347188,1
2025,17,103,0.214649,1
2025,17,105,0.1668146,1
2025,17,107,0.2351485,1
2025,17,109,0.1893408,1
2025,17,111,0.1376071,1
2025,17,113,0.1647704,1
2025,17,115,0.2651072,1
2025,17,117,0.1876318,1
2025,17,119,0.212735,1
2025,17,121,0.2565217,1
2025,17,123,0.1736695,1
2025,17,125,0.2010309,1
2025,17,127,0.2640187,1
2025,17,129,0.1132075,1
2025,17,131,0.1837607,1
2025,17,133,0.0911681,1
2025,17,135,0.2057357,1
2025,17,137,0.2314136,1
2025,17,139,0.1606715,1
2025,17,141,0.1638629,1
2025,17,143,0.2408296,1
2025,17,145,0.2332155,1
2025,17,147,0.1273764,1
2025,17,149,0.2215321,1
2025,17,151,0.1775701,1
2025,17,153,0.25,1
2025,17,155,0.1123596,1
2025,17,157,0.2040332,1
2025,17,159,0.2182203,1
2025,17,161,0.2388191,1
2025,17,163,0.2860736,1
2025,17,165,0.2675497,1
2025,17,167,0.2087133,1
2025,17,169,0.1572052,1
2025,17,171,0.1468531,1
2025,17,173,0.1744361,1
2025,17,175,0.2345679,1
2025,17,177,0.2157434,1
2025,17,179,0.1774718,1
2025,17,181,0.2092555,1
2025,17,183,0.3001377,1
2025,17,185,0.2392027,1
2025,17,187,0.194499,1
2025,17,189,0.1464531,1
2025,17,191,0.1818182,1
2025,17,193,0.2248394,1
2025,17,195,0.1914286,1
2025,17,197,0.169684,1
2025,17,199,0.2521087,1
2025,17,201,0.2431971,1
2025,17,203,0.12265,1
2025,18,001,0.1423983,1
2025,18,003,0.2229261,1
2025,18,005,0.2084885,1
2025,18,007,0.2622378,1
2025,18,009,0.2621621,1
2025,18,011,0.1536815,1
2025,18,013,0.1537002,1
2025,18,015,0.1928687,1
2025,18,017,0.297089,1
2025,18,019,0.2795908,1
2025,18,021,0.2557545,1
2025,18,023,0.2349949,1
2025,18,025,0.268617,1
2025,18,027,0.1641469,1
2025,18,029,0.204504,1
2025,18,031,0.244392,1
2025,18,033,0.1882784,1
2025,18,035,0.2648233,1
2025,18,037,0.1281669,1
2025,18,039,0.2487946,1
2025,18,041,0.2955801,1
2025,18,043,0.2313112,1
2025,18,045,0.1789668,1
2025,18,047,0.1635846,1
2025,18,049,0.2515152,1
2025,18,051,0.2368881,1
2025,18,053,0.3030156,1
2025,18,055,0.2441978,1
2025,18,057,0.1176901,1
2025,18,059,0.1854896,1
2025,18,061,0.2034535,1
2025,18,063,0.1899022,1
2025,18,065,0.2490119,1
2025,18,067,0.2885049,1
2025,18,069,0.2071993,1
2025,18,071,0.2752613,1
2025,18,073,0.2040816,1
2025,18,075,0.2159091,1
2025,18,077,0.2539683,1
2025,18,079,0.2698048,1
2025,18,081,0.2006149,1
2025,18,083,0.273309,1
2025,18,085,0.1913779,1
2025,18,087,0.1349125,1
2025,18,089,0.2672541,1
2025,18,091,0.2358323,1
2025,18,093,0.2275664,1
2025,18,095,0.2689035,1
2025,18,097,0.3121387,1
2025,18,099,0.1951394,1
2025,18,101,0.1611842,1
2025,18,103,0.2665331,1
2025,18,105,0.1739478,1
2025,18,107,0.2312236,1
2025,18,109,0.2156134,1
2025,18,111,0.2430108,1
2025,18,113,0.2119064,1
2025,18,115,0.2538071,1
2025,18,117,0.2129472,1
2025,18,119,0.2177177,1
2025,18,121,0.1961905,1
2025,18,123,0.1907514,1
2025,18,125,0.2113022,1
2025,18,127,0.1798002,1
2025,18,129,0.1559406,1
2025,18,131,0.226601,1
2025,18,133,0.2162921,1
2025,18,135,0.2101064,1
2025,18,137,0.1997875,1
2025,18,139,0.3055028,1
2025,18,141,0.242428,1
2025,18,143,0.3415536,1
2025,18,145,0.2550949,1
2025,18,147,0.1449045,1
2025,18,149,0.2557143,1
2025,18,151,0.2192903,1
2025,18,153,0.2277397,1
2025,18,155,0.2532051,1
2025,18,157,0.201974,1
2025,18,159,0.2133072,1
2025,18,161,0.2269231,1
2025,18,163,0.2567497,1
2025,18,165,0.2003854,1
2025,18,167,0.2819065,1
2025,18,169,0.2046414,1
2025,18,171,0.1847389,1
2025,18,173,0.1609589,1
2025,18,175,0.2575758,1
2025,18,177,0.2729026,1
2025,18,179,0.186863,1
2025,18,181,0.2136304,1
2025,18,183,0.1655373,1
2025,19,001,0.1861472,1
2025,19,003,0.1724138,1
2025,19,005,0.1072319,1
2025,19,007,0.2094972,1
2025,19,009,0.1456954,1
2025,19,011,0.1581028,1
2025,19,013,0.2293126,1
2025,19,015,0.1334922,1
2025,19,017,0.1013158,1
2025,19,019,0.1382979,1
2025,19,021,0.1726496,1
2025,19,023,0.1374723,1
2025,19,025,0.1623377,1
2025,19,027,0.1091772,1
2025,19,029,0.1540179,1
2025,19,031,0.1421144,1
2025,19,033,0.188244,1
2025,19,035,0.1868132,1
2025,19,037,0.1453488,1
2025,19,039,0.2291667,1
2025,19,041,0.1630219,1
2025,19,043,0.1206226,1
2025,19,045,0.2437673,1
2025,19,047,0.1913978,1
2025,19,049,0.1247066,1
2025,19,051,0.1111111,1
2025,19,053,0.2178218,1
2025,19,055,0.1013133,1
2025,19,057,0.2467105,1
2025,19,059,0.1144201,1
2025,19,061,0.1532062,1
2025,19,063,0.1685393,1
2025,19,065,0.1632653,1
2025,19,067,0.1881838,1
2025,19,069,0.1702128,1
2025,19,071,0.1962617,1
2025,19,073,0.1690647,1
2025,19,075,0.1088608,1
2025,19,077,0.1257862,1
2025,19,079,0.1595506,1
2025,19,081,0.1294118,1
2025,19,083,0.1701721,1
2025,19,085,0.1742919,1
2025,19,087,0.1866197,1
2025,19,089,0.1103203,1
2025,19,091,0.1188119,1
2025,19,093,0.1105991,1
2025,19,095,0.1267327,1
2025,19,097,0.1458333,1
2025,19,099,0.2122302,1
2025,19,101,0.1774892,1
2025,19,103,0.138676,1
2025,19,105,0.155309,1
2025,19,107,0.185567,1
2025,19,109,0.1404612,1
2025,19,111,0.2449799,1
2025,19,113,0.195404,1
2025,19,115,0.1772152,1
2025,19,117,0.180212,1
2025,19,119,0.0578035,1
2025,19,121,0.1622718,1
2025,19,123,0.170579,1
2025,19,125,0.1714836,1
2025,19,127,0.2214592,1
2025,19,129,0.1625282,1
2025,19,131,0.1213115,1
2025,19,133,0.1928571,1
2025,19,135,0.1774892,1
2025,19,137,0.2267081,1
2025,19,139,0.2098284,1
2025,19,141,0.1484919,1
2025,19,143,0.1666667,1
2025,19,145,0.1954315,1
2025,19,147,0.1133603,1
2025,19,149,0.1421744,1
2025,19,151,0.1982759,1
2025,19,153,0.2078025,1
2025,19,155,0.2394366,1
2025,19,157,0.1697761,1
2025,19,159,0.1880342,1
2025,19,161,0.122807,1
2025,19,163,0.2115837,1
2025,19,165,0.1833811,1
2025,19,167,0.0694586,1
2025,19,169,0.1274962,1
2025,19,171,0.2129817,1
2025,19,173,0.2142857,1
2025,19,175,0.1893491,1
2025,19,177,0.20689660000000001,1
2025,19,179,0.2807657,1
2025,19,181,0.1528024,1
2025,19,183,0.1399417,1
2025,19,185,0.1767956,1
2025,19,187,0.2268519,1
