year,state,place,state_name,place_name,share_digital_access,share_digital_access_quality
2022,12,07300,Florida,Boca Raton city,0.927731877643356,1
2022,12,07875,Florida,Boynton Beach city,0.8712958241260128,1
2022,12,10275,Florida,Cape Coral city,0.9288863778724867,1
2022,12,12875,Florida,Clearwater city,0.8338832749020416,1
2022,12,14400,Florida,Coral Springs city,0.9594011842252262,1
2022,12,16475,Florida,Davie town,0.9619994765768124,1
2022,12,16725,Florida,Deerfield Beach city,0.8910932756184807,1
2022,12,17200,Florida,Deltona city,0.9580054088547206,1
2022,12,17935,Florida,Doral city,NA,NA
2022,12,24000,Florida,Fort Lauderdale city,0.8985253905030653,1
2022,12,24125,Florida,Fort Myers city,0.8882078940916891,1
2022,12,25175,Florida,Gainesville city,0.8767379812074308,1
2022,12,30000,Florida,Hialeah city,0.8295071460616548,1
2022,12,32000,Florida,Hollywood city,0.8969792676443916,1
2022,12,32275,Florida,Homestead city,0.8780415867866096,1
2022,12,35000,Florida,Jacksonville city,0.9050586630838793,1
2022,12,36950,Florida,Kissimmee city,0.9122913916251989,1
2022,12,38250,Florida,Lakeland city,0.8848335930320828,1
2022,12,39425,Florida,Largo city,0.8394972443203073,1
2022,12,43975,Florida,Melbourne city,0.9087647089863332,1
2022,12,45000,Florida,Miami city,0.7780366573470022,1
2022,12,45025,Florida,Miami Beach city,0.8739812967281294,1
2022,12,45060,Florida,Miami Gardens city,0.8940899001109878,1
2022,12,45975,Florida,Miramar city,0.9413541851786031,1
2022,12,49675,Florida,North Port city,0.9515992652418579,1
2022,12,53000,Florida,Orlando city,0.926351529729254,1
2022,12,54000,Florida,Palm Bay city,0.9533357390951328,1
2022,12,54200,Florida,Palm Coast city,0.932811327831958,1
2022,12,55775,Florida,Pembroke Pines city,0.9119725612187923,1
2022,12,57425,Florida,Plantation city,0.9509069728740223,1
2022,12,58050,Florida,Pompano Beach city,0.8865848849035847,1
2022,12,58715,Florida,Port St. Lucie city,0.9306300430014012,1
2022,12,63000,Florida,St. Petersburg city,0.9105955182646066,1
2022,12,69700,Florida,Sunrise city,0.9103755638893418,1
2022,12,70600,Florida,Tallahassee city,0.9167970195947317,1
2022,12,71000,Florida,Tampa city,0.935834892296217,1
2022,12,76600,Florida,West Palm Beach city,0.909096234963287,1
2022,13,03440,Georgia,Athens-Clarke County unified government (balance),0.9407327381967742,1
2022,13,04000,Georgia,Atlanta city,0.9080448091040719,1
2022,13,04204,Georgia,Augusta-Richmond County consolidated government (balance),0.853617800765045,1
2022,13,19000,Georgia,Columbus city,0.9036359580637966,1
2022,13,42425,Georgia,Johns Creek city,NA,NA
2022,13,49008,Georgia,Macon-Bibb County,0.8449106524226164,1
2022,13,67284,Georgia,Roswell city,0.9738307030129125,1
2022,13,68516,Georgia,Sandy Springs city,0.9589308866061633,1
2022,13,69000,Georgia,Savannah city,0.8933743664011585,1
2022,13,72122,Georgia,South Fulton city,0.9016444380706534,1
2022,13,80508,Georgia,Warner Robins city,0.9143143934785254,1
2022,15,71550,Hawaii,Urban Honolulu CDP,0.8656954362455552,1
2022,16,08830,Idaho,Boise City city,0.9404800387910134,1
2022,16,52120,Idaho,Meridian city,0.9306478919767106,1
2022,16,56260,Idaho,Nampa city,0.967242528323166,1
2022,17,02154,Illinois,Arlington Heights village,0.957247166881422,1
2022,17,03012,Illinois,Aurora city,0.9092641892849829,1
2022,17,06613,Illinois,Bloomington city,0.8924332134054789,1
2022,17,12385,Illinois,Champaign city,0.8805308538530151,1
2022,17,14000,Illinois,Chicago city,0.8748740754029587,1
2022,17,14351,Illinois,Cicero town,0.8608859080188679,1
2022,17,23074,Illinois,Elgin city,0.9457366362451108,1
2022,17,24582,Illinois,Evanston city,0.9401329043509637,1
2022,17,38570,Illinois,Joliet city,0.9290311898503633,1
2022,17,51622,Illinois,Naperville city,0.9675639648979895,1
2022,17,59000,Illinois,Peoria city,0.8840128032345014,1
2022,17,65000,Illinois,Rockford city,0.8739197348170948,1
2022,17,68003,Illinois,Schaumburg village,0.9479320415789969,1
2022,17,72000,Illinois,Springfield city,0.9280003166561115,1
2022,17,79293,Illinois,Waukegan city,0.8735204189749645,1
2022,18,05860,Indiana,Bloomington city,0.8712442660550459,1
2022,18,10342,Indiana,Carmel city,0.955027621443577,1
2022,18,22000,Indiana,Evansville city,0.8677862877180031,1
2022,18,23278,Indiana,Fishers city,NA,NA
2022,18,25000,Indiana,Fort Wayne city,0.9148526015239966,1
2022,18,31000,Indiana,Hammond city,0.8876521116678597,1
2022,18,36003,Indiana,Indianapolis city (balance),0.9080537113871083,1
2022,18,71000,Indiana,South Bend city,0.8866419205553413,1
2022,19,12000,Iowa,Cedar Rapids city,0.9274561614220515,1
2022,19,19000,Iowa,Davenport city,0.8707642756491981,1
2022,19,21000,Iowa,Des Moines city,0.8965743197516408,1
2022,19,73335,Iowa,Sioux City city,0.8660938492723808,1
2022,20,36000,Kansas,Kansas City city,0.8617839692275704,1
2022,20,38900,Kansas,Lawrence city,0.9268043494125374,1
2022,20,52575,Kansas,Olathe city,0.950428538336808,1
2022,20,53775,Kansas,Overland Park city,0.9353380824477403,1
2022,20,71000,Kansas,Topeka city,0.8745838553785573,1
2022,20,79000,Kansas,Wichita city,0.9042991867435378,1
2022,21,46027,Kentucky,Lexington-Fayette urban county,0.9069846702216037,1
2022,21,48006,Kentucky,Louisville/Jefferson County metro government (balance),0.894639872218714,1
2022,22,05000,Louisiana,Baton Rouge city,0.8758463746020357,1
2022,22,40735,Louisiana,Lafayette city,0.9136004712032249,1
2022,22,41155,Louisiana,Lake Charles city,0.8641530357637927,1
2022,22,55000,Louisiana,New Orleans city,0.830733032873807,1
2022,22,70000,Louisiana,Shreveport city,0.841435423973592,1
2022,24,04000,Maryland,Baltimore city,0.8179516071407539,1
2022,24,30325,Maryland,Frederick city,0.8849820477900211,1
2022,25,07000,Massachusetts,Boston city,0.9011867169375591,1
2022,25,09000,Massachusetts,Brockton city,0.8617051685159681,1
2022,25,11000,Massachusetts,Cambridge city,0.9474253357189202,1
2022,25,23000,Massachusetts,Fall River city,0.843146207824666,1
2022,25,34550,Massachusetts,Lawrence city,0.9158102634485991,1
2022,25,37000,Massachusetts,Lowell city,0.8881098308408923,1
2022,25,37490,Massachusetts,Lynn city,0.8982425451663159,1
2022,25,45000,Massachusetts,New Bedford city,0.844298542484545,1
2022,25,45560,Massachusetts,Newton city,0.9692734064345102,1
2022,25,55745,Massachusetts,Quincy city,0.9101498215392507,1
2022,25,62535,Massachusetts,Somerville city,0.9551123579900558,1
2022,25,67000,Massachusetts,Springfield city,0.816908196503357,1
2022,25,82000,Massachusetts,Worcester city,0.8778702121556057,1
2022,26,03000,Michigan,Ann Arbor city,0.9193100512799725,1
2022,26,21000,Michigan,Dearborn city,0.9433107813182017,1
2022,26,22000,Michigan,Detroit city,0.8335779446890558,1
2022,26,27440,Michigan,Farmington Hills city,0.9581135138268885,1
2022,26,29000,Michigan,Flint city,0.8095918600663085,1
2022,26,34000,Michigan,Grand Rapids city,0.8935862649146297,1
2022,26,46000,Michigan,Lansing city,0.8812162492708902,1
2022,26,49000,Michigan,Livonia city,0.9375542507020679,1
2022,26,69035,Michigan,Rochester Hills city,0.9362342089432525,1
2022,26,74900,Michigan,Southfield city,0.9032614547618373,1
2022,26,76460,Michigan,Sterling Heights city,0.9283390892297807,1
2022,26,80700,Michigan,Troy city,0.9505487804878049,1
2022,26,84000,Michigan,Warren city,0.906853030144988,1
2022,26,86000,Michigan,Westland city,0.8984343311430194,1
2022,26,88940,Michigan,Wyoming city,0.9076449461262186,1
2022,27,06616,Minnesota,Bloomington city,0.9352362003877155,1
2022,27,07966,Minnesota,Brooklyn Park city,0.8957447499107404,1
2022,27,17000,Minnesota,Duluth city,0.9045176665630504,1
2022,27,43000,Minnesota,Minneapolis city,0.9087942837671792,1
2022,27,51730,Minnesota,Plymouth city,0.9434382677255327,1
2022,27,54880,Minnesota,Rochester city,0.9124857900719969,1
2022,27,58000,Minnesota,St. Paul city,0.9077723561829867,1
2022,27,71428,Minnesota,Woodbury city,0.976659733914364,1
2022,28,36000,Mississippi,Jackson city,0.8907464319618981,1
2022,29,15670,Missouri,Columbia city,0.885561052989387,1
2022,29,35000,Missouri,Independence city,0.8817670950870751,1
2022,29,38000,Missouri,Kansas City city,0.890695820320931,1
2022,29,41348,Missouri,Lee's Summit city,0.9416191674686012,1
2022,29,54074,Missouri,O'Fallon city,0.9483967935871743,1
2022,29,65000,Missouri,St. Louis city,0.8719969261466282,1
2022,29,70000,Missouri,Springfield city,0.828502290431947,1
2022,30,06550,Montana,Billings city,0.9204088013444327,1
2022,31,28000,Nebraska,Lincoln city,0.9193412127525201,1
2022,31,37000,Nebraska,Omaha city,0.9011821540489883,1
2022,32,31900,Nevada,Henderson city,0.9289359501809762,1
2022,32,40000,Nevada,Las Vegas city,0.9198759985692143,1
2022,32,51800,Nevada,North Las Vegas city,0.9181909435645773,1
2022,32,60600,Nevada,Reno city,0.8831700348798486,1
2022,32,68400,Nevada,Sparks city,0.9329623247799562,1
2022,33,45140,New Hampshire,Manchester city,0.9243363568278272,1
2022,33,50260,New Hampshire,Nashua city,0.9245074571902043,1
2022,34,13690,New Jersey,Clifton city,0.9242524916943522,1
2022,34,21000,New Jersey,Elizabeth city,0.8802241962774958,1
2022,34,36000,New Jersey,Jersey City city,0.9241473585586693,1
2022,34,51000,New Jersey,Newark city,0.8742735975442052,1
2022,34,57000,New Jersey,Paterson city,0.880768769728693,1
2022,34,74000,New Jersey,Trenton city,0.8041508330897399,1
2022,35,02000,New Mexico,Albuquerque city,0.9082321076822062,1
2022,35,39380,New Mexico,Las Cruces city,0.9093269169885392,1
2022,35,63460,New Mexico,Rio Rancho city,0.9475770266227939,1
2022,35,70500,New Mexico,Santa Fe city,0.8906476809290108,1
2022,36,01000,New York,Albany city,0.8666249797355196,1
2022,36,11000,New York,Buffalo city,0.8785671164483023,1
2022,36,50617,New York,New Rochelle city,0.8800482404601397,1
2022,36,51000,New York,New York city,0.8833061224610803,1
2022,36,63000,New York,Rochester city,0.8353297624844451,1
2022,36,73000,New York,Syracuse city,0.8722494091015014,1
2022,36,84000,New York,Yonkers city,0.9047679191664035,1
2022,37,02140,North Carolina,Asheville city,0.8927559476075916,1
2022,37,10740,North Carolina,Cary town,0.967705058588168,1
2022,37,12000,North Carolina,Charlotte city,0.9378849953317869,1
2022,37,14100,North Carolina,Concord city,0.9064,1
2022,37,19000,North Carolina,Durham city,0.9499662748121025,1
2022,37,22920,North Carolina,Fayetteville city,0.9188956403751991,1
2022,37,25580,North Carolina,Gastonia city,0.903213784008486,1
2022,37,28000,North Carolina,Greensboro city,0.8943663119469387,1
2022,37,28080,North Carolina,Greenville city,0.9033257293792772,1
2022,37,31400,North Carolina,High Point city,0.9035202370060559,1
2022,37,55000,North Carolina,Raleigh city,0.9410431187120677,1
2022,37,74440,North Carolina,Wilmington city,0.9092448479608013,1
2022,37,75000,North Carolina,Winston-Salem city,0.8859272196806558,1
2022,38,25700,North Dakota,Fargo city,0.8911872331774751,1
2022,39,01000,Ohio,Akron city,0.8895954095673049,1
2022,39,15000,Ohio,Cincinnati city,0.858331789583462,1
2022,39,16000,Ohio,Cleveland city,0.839140160659163,1
2022,39,18000,Ohio,Columbus city,0.9348869123382504,1
2022,39,21000,Ohio,Dayton city,0.8369242433815631,1
2022,39,61000,Ohio,Parma city,0.8689968822402105,1
2022,39,77000,Ohio,Toledo city,0.857571684218339,1
2022,40,09050,Oklahoma,Broken Arrow city,0.9471569703622393,1
2022,40,23200,Oklahoma,Edmond city,0.9550974617865657,1
2022,40,41850,Oklahoma,Lawton city,0.9052418772563177,1
2022,40,52500,Oklahoma,Norman city,0.9258004693058814,1
2022,40,55000,Oklahoma,Oklahoma City city,0.9175480491746508,1
2022,40,75000,Oklahoma,Tulsa city,0.8565615000312601,1
2022,41,05350,Oregon,Beaverton city,0.9395439232961907,1
2022,41,05800,Oregon,Bend city,0.9322277148780099,1
2022,41,23850,Oregon,Eugene city,0.909137029424773,1
2022,41,31250,Oregon,Gresham city,0.9009282399143164,1
2022,41,34100,Oregon,Hillsboro city,0.966003225165124,1
2022,41,47000,Oregon,Medford city,0.9131224501201587,1
2022,41,59000,Oregon,Portland city,0.9318321600657921,1
2022,41,64900,Oregon,Salem city,0.9263984155416721,1
2022,42,02000,Pennsylvania,Allentown city,0.8670061887570912,1
2022,42,06088,Pennsylvania,Bethlehem city,0.8774119228184698,1
2022,42,24000,Pennsylvania,Erie city,0.853045697982882,1
2022,42,60000,Pennsylvania,Philadelphia city,0.8836449404590692,1
2022,42,61000,Pennsylvania,Pittsburgh city,0.891647855530474,1
2022,42,63624,Pennsylvania,Reading city,0.8283352146191159,1
2022,42,69000,Pennsylvania,Scranton city,0.8714607162947684,1
2022,44,19180,Rhode Island,Cranston city,0.89696619298299,1
2022,44,54640,Rhode Island,Pawtucket city,0.8750193924726178,1
2022,44,59000,Rhode Island,Providence city,0.8680445806478211,1
2022,44,74300,Rhode Island,Warwick city,0.9123873570948218,1
2022,45,13330,South Carolina,Charleston city,0.9238486625619726,1
2022,45,16000,South Carolina,Columbia city,0.8886384460326187,1
2022,45,48535,South Carolina,Mount Pleasant town,0.9602104570864847,1
2022,45,50875,South Carolina,North Charleston city,0.8937357129375249,1
2022,46,59020,South Dakota,Sioux Falls city,0.9279038872523537,1
2022,47,14000,Tennessee,Chattanooga city,0.8984921357077863,1
2022,47,15160,Tennessee,Clarksville city,0.952026082906381,1
2022,47,27740,Tennessee,Franklin city,0.9548697771383269,1
2022,47,40000,Tennessee,Knoxville city,0.8608037137766107,1
2022,47,48000,Tennessee,Memphis city,0.8663726172364857,1
2022,47,51560,Tennessee,Murfreesboro city,0.9367631469048154,1
2022,47,52006,Tennessee,Nashville-Davidson metropolitan government (balance),0.9101747231897601,1
2022,48,01000,Texas,Abilene city,0.9077211165788442,1
2022,48,01924,Texas,Allen city,0.9833740584930851,1
2022,48,03000,Texas,Amarillo city,0.8924777581764878,1
2022,48,04000,Texas,Arlington city,0.8962462195338907,1
2022,48,05000,Texas,Austin city,0.9331937492502808,1
2022,48,06128,Texas,Baytown city,0.9300039442944265,1
2022,48,07000,Texas,Beaumont city,0.8747765424024417,1
2022,48,10768,Texas,Brownsville city,0.8450402997737556,1
2022,48,10912,Texas,Bryan city,0.836234902124115,1
2022,48,13024,Texas,Carrollton city,0.9453734671125975,1
2022,48,13552,Texas,Cedar Park city,0.9407417054667405,1
2022,48,15976,Texas,College Station city,0.8550600719109006,1
2022,48,16432,Texas,Conroe city,0.9383807079560312,1
2022,48,17000,Texas,Corpus Christi city,0.8685113346568868,1
2022,48,19000,Texas,Dallas city,0.8982394509725449,1
2022,48,19972,Texas,Denton city,0.9398636627855771,1
2022,48,22660,Texas,Edinburg city,0.9150083174172879,1
2022,48,24000,Texas,El Paso city,0.8778475038385344,1
2022,48,26232,Texas,Flower Mound town,NA,NA
2022,48,27000,Texas,Fort Worth city,0.9150450121442939,1
2022,48,27684,Texas,Frisco city,0.9703748880785851,1
2022,48,29000,Texas,Garland city,0.9398859148749451,1
2022,48,30464,Texas,Grand Prairie city,0.9254639706724711,1
2022,48,35000,Texas,Houston city,0.901973550914279,1
2022,48,37000,Texas,Irving city,0.9234736830887603,1
2022,48,39148,Texas,Killeen city,0.8667389126972399,1
2022,48,41464,Texas,Laredo city,0.847152973252717,1
2022,48,41980,Texas,League City city,0.9610724472333143,1
2022,48,42508,Texas,Lewisville city,0.9630715014374478,1
2022,48,43888,Texas,Longview city,0.8891331185450604,1
2022,48,45000,Texas,Lubbock city,0.8763117760267257,1
2022,48,45384,Texas,McAllen city,0.885138132688042,1
2022,48,45744,Texas,McKinney city,0.9665457155388971,1
2022,48,47892,Texas,Mesquite city,0.9372600485779206,1
2022,48,48072,Texas,Midland city,0.9144753637988257,1
2022,48,48768,Texas,Mission city,0.8714300769311835,1
2022,48,50820,Texas,New Braunfels city,0.9409314275736487,1
2022,48,53388,Texas,Odessa city,0.8853451164349138,1
2022,48,56000,Texas,Pasadena city,0.9211784730102124,1
2022,48,56348,Texas,Pearland city,0.9581656912948061,1
2022,48,57200,Texas,Pharr city,0.9203040915691466,1
2022,48,58016,Texas,Plano city,0.9634005033222892,1
2022,48,61796,Texas,Richardson city,0.9481449112512225,1
2022,48,63500,Texas,Round Rock city,0.9516779694280294,1
2022,48,64472,Texas,San Angelo city,0.8651150162898608,1
2022,48,65000,Texas,San Antonio city,0.9104247215132162,1
2022,48,70808,Texas,Sugar Land city,0.9495918004018413,1
2022,48,72176,Texas,Temple city,0.8973864546560266,1
2022,48,74144,Texas,Tyler city,0.904695911731784,1
2022,48,76000,Texas,Waco city,0.8437237752456969,1
2022,48,79000,Texas,Wichita Falls city,0.8769477362903014,1
2022,49,43660,Utah,Layton city,0.9573138624635799,1
2022,49,44320,Utah,Lehi city,0.9637072839820232,1
2022,49,55980,Utah,Ogden city,0.91986926960226445,1
2022,49,57300,Utah,Orem city,0.9029899042195185,1
2022,49,62470,Utah,Provo city,0.8663316582914573,1
2022,49,65330,Utah,St. George city,0.9266959882713581,1
2022,49,67000,Utah,Salt Lake City city,0.9154498586396141,1
2022,49,67440,Utah,Sandy city,0.9354342117178303,1
2022,49,70850,Utah,South Jordan city,0.9253984279224057,1
2022,49,82950,Utah,West Jordan city,0.9515811077205585,1
2022,49,83470,Utah,West Valley City city,0.9345833333333333,1
2022,51,01000,Virginia,Alexandria city,0.938791214524207,1
2022,51,16000,Virginia,Chesapeake city,0.8915885687839871,1
2022,51,35000,Virginia,Hampton city,0.9399940310036692,1
2022,51,47672,Virginia,Lynchburg city,0.9071998903396046,1
2022,51,56000,Virginia,Newport News city,0.9034605476323267,1
2022,51,57000,Virginia,Norfolk city,0.873365632801591,1
2022,51,64000,Virginia,Portsmouth city,0.8582557618597242,1
2022,51,67000,Virginia,Richmond city,0.8548168505063434,1
2022,51,68000,Virginia,Roanoke city,0.8154816693981097,1
2022,51,76432,Virginia,Suffolk city,0.9055097770774675,1
2022,51,82000,Virginia,Virginia Beach city,0.936128666162268,1
2022,53,03180,Washington,Auburn city,0.9380705818231366,1
